Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
288,Mike Baumann,28,LAA,AL,-0.2,0,0,,6.75,10,0,2,0,0,0,9.1,14,8,7,2,4,1,7,1,0,1,46,64,6.06,1.929,13.5,1.9,3.9,6.8,1.75,,baumami01
288,Mike Baumann,28,MIA,NL,-0.2,0,1,.000,6.59,11,0,2,0,0,0,13.2,11,10,10,1,7,0,18,1,0,1,59,67,3.24,1.317,7.2,0.7,4.6,11.9,2.57,,baumami01
289,Mark Leiter Jr.,33,2TM,2LG,-0.4,4,5,.444,4.50,60,0,7,0,0,0,58.0,55,34,29,8,22,1,86,3,0,5,256,90,3.29,1.328,8.5,1.2,3.4,13.3,3.91,,leitema02
289,Mark Leiter Jr.,33,CHC,NL,-0.3,2,4,.333,4.21,39,0,3,0,0,0,36.1,27,20,17,2,13,0,53,1,0,2,152,95,2.12,1.101,6.7,0.5,3.2,13.1,4.08,,leitema02
289,Mark Leiter Jr.,33,NYY,AL,-0.1,2,1,.667,4.98,21,0,4,0,0,0,21.2,28,14,12,6,9,1,33,2,0,3,104,82,5.24,1.708,11.6,2.5,3.7,13.7,3.67,,leitema02
290,David Bednar,29,PIT,NL,-0.9,3,8,.273,5.77,62,0,45,0,0,23,57.2,54,40,37,9,28,3,58,3,0,2,262,73,4.80,1.422,8.4,1.4,4.4,9.1,2.07,,bednada01
291,Nick Sandlin,27,CLE,AL,-0.1,8,0,1.000,3.75,68,1,7,0,0,1,57.2,46,29,24,12,27,2,68,6,0,1,246,109,5.23,1.266,7.2,1.9,4.2,10.6,2.52,,sandlni01
292,Nick Mears,27,2TM,NL,-0.4,1,5,.167,5.93,54,0,12,0,0,0,57.2,61,40,38,7,24,1,75,0,0,3,256,78,3.39,1.474,9.5,1.1,3.7,11.7,3.13,,mearsni01
292,Nick Mears,27,COL,NL,-0.1,1,4,.200,5.56,41,0,11,0,0,0,45.1,47,30,28,2,21,1,57,0,0,3,203,85,2.61,1.500,9.3,0.4,4.2,11.3,2.71,,mearsni01
292,Nick Mears,27,MIL,NL,-0.3,0,1,.000,7.30,13,0,1,0,0,0,12.1,14,10,10,5,3,0,18,0,0,0,53,57,6.25,1.378,10.2,3.6,2.2,13.1,6.00,,mearsni01
293,Alex Faedo,28,DET,AL,0.6,5,3,.625,3.61,37,6,7,0,0,0,57.1,49,24,23,9,28,0,55,3,0,4,246,114,4.91,1.343,7.7,1.4,4.4,8.6,1.96,,faedoal01
294,Reed Garrett,31,NYM,NL,0.2,8,5,.615,3.77,53,0,13,0,0,4,57.1,50,28,24,6,30,1,83,2,0,3,247,103,3.31,1.395,7.8,0.9,4.7,13.0,2.77,,garrere01
295,Max Meyer,25,MIA,NL,0.1,3,5,.375,5.68,11,11,0,0,0,0,57.0,62,38,36,14,19,0,46,3,0,0,248,76,5.90,1.421,9.8,2.2,3.0,7.3,2.42,,meyerma01
296,Zack Kelly,29,BOS,AL,0.6,6,3,.667,3.97,49,3,8,0,0,0,56.2,44,31,25,10,27,3,61,2,1,2,241,105,4.84,1.253,7.0,1.6,4.3,9.7,2.26,,kellyza01
297,James McArthur,27,KCR,AL,-0.5,5,7,.417,4.92,57,0,38,0,0,18,56.2,68,36,31,8,14,2,49,3,0,1,247,84,4.17,1.447,10.8,1.3,2.2,7.8,3.50,,mcartja01
298,T.J. McFarland*,35,OAK,AL,0.6,2,4,.333,3.81,79,0,12,0,0,0,56.2,53,28,24,4,17,5,39,4,0,0,235,104,3.82,1.235,8.4,0.6,2.7,6.2,2.29,,mcfartj01
299,Ryan Pressly,35,HOU,AL,0.3,2,3,.400,3.49,59,0,8,0,0,4,56.2,58,25,22,4,18,0,58,2,0,7,244,115,3.10,1.341,9.2,0.6,2.9,9.2,3.22,,pressry01
300,Jacob Webb,30,BAL,AL,0.9,2,5,.286,3.02,60,0,8,0,0,2,56.2,40,23,19,4,27,1,58,1,0,0,237,127,3.52,1.182,6.4,0.6,4.3,9.2,2.15,,webbja01
301,Alexis Díaz,27,CIN,NL,0.5,2,5,.286,3.99,60,0,50,0,0,28,56.1,42,31,25,6,31,1,55,6,1,1,242,111,4.57,1.296,6.7,1.0,5.0,8.8,1.77,,diazal03
302,Pierce Johnson,33,ATL,NL,0.7,6,6,.500,3.67,58,0,12,0,0,2,56.1,48,25,23,6,25,1,67,2,0,2,236,114,3.61,1.296,7.7,1.0,4.0,10.7,2.68,,johnspi01
303,Andrew Chafin*,34,2TM,AL,0.5,4,3,.571,3.51,62,0,13,0,0,1,56.1,52,26,22,5,31,4,70,1,0,7,246,115,3.54,1.473,8.3,0.8,5.0,11.2,2.26,,chafian01
303,Andrew Chafin*,34,DET,AL,0.5,3,2,.600,3.16,41,0,11,0,0,1,37.0,35,16,13,2,16,2,50,1,0,3,162,131,2.54,1.378,8.5,0.5,3.9,12.2,3.13,,chafian01
303,Andrew Chafin*,34,TEX,AL,0.0,1,1,.500,4.19,21,0,2,0,0,0,19.1,17,10,9,3,15,2,20,0,0,4,84,93,5.44,1.655,7.9,1.4,7.0,9.3,1.33,,chafian01
304,Burch Smith,34,2TM,2LG,-0.1,4,1,.800,4.95,50,0,13,0,0,0,56.1,64,34,31,6,12,0,46,2,1,3,241,83,3.66,1.349,10.2,1.0,1.9,7.3,3.83,,smithbu03
304,Burch Smith,34,MIA,NL,0.4,2,0,1.000,4.25,25,0,8,0,0,0,29.2,39,15,14,1,9,0,23,1,1,3,135,103,3.06,1.618,11.8,0.3,2.7,7.0,2.56,,smithbu03
304,Burch Smith,34,BAL,AL,-0.4,2,1,.667,5.74,25,0,5,0,0,0,26.2,25,19,17,5,3,0,23,1,0,0,106,68,4.33,1.050,8.4,1.7,1.0,7.8,7.67,,smithbu03
305,Bobby Miller,25,LAD,NL,-1.9,2,4,.333,8.52,13,13,0,0,0,0,56.0,69,53,53,17,30,0,52,2,0,7,258,47,6.97,1.768,11.1,2.7,4.8,8.4,1.73,,millebo06
306,Adam Ottavino,38,NYM,NL,0.0,2,2,.500,4.34,60,0,9,0,0,1,56.0,49,29,27,6,23,1,70,7,0,5,245,89,3.67,1.286,7.9,1.0,3.7,11.3,3.04,,ottavad01
307,Shelby Miller,33,DET,AL,0.0,6,8,.429,4.53,51,0,18,0,0,2,55.2,41,31,28,9,13,0,49,5,0,1,225,91,4.48,0.970,6.6,1.5,2.1,7.9,3.77,,millesh01
308,Ben Brown,24,CHC,NL,0.9,1,3,.250,3.58,15,8,0,0,0,0,55.1,41,22,22,5,19,0,64,1,0,2,222,112,3.11,1.084,6.7,0.8,3.1,10.4,3.37,,brownbe02
309,Aaron Bummer*,30,ATL,NL,0.6,4,3,.571,3.58,56,0,13,0,0,0,55.1,61,24,22,2,18,2,69,2,0,2,244,118,2.23,1.428,9.9,0.3,2.9,11.2,3.83,,bummeaa01
310,Justin Slaten,26,BOS,AL,0.9,6,2,.750,2.93,44,0,8,0,0,2,55.1,47,21,18,4,9,0,58,2,0,4,224,142,2.61,1.012,7.6,0.7,1.5,9.4,6.44,,slateju01
311,Keaton Winn,26,SFG,NL,-1.1,3,8,.273,7.16,12,12,0,0,0,0,55.1,56,44,44,9,20,0,48,4,0,1,238,54,4.85,1.373,9.1,1.5,3.3,7.8,2.40,,winnke01
312,John Brebbia,34,2TM,2LG,-0.5,0,6,.000,5.86,59,0,22,0,0,2,55.1,56,36,36,11,19,0,67,3,0,1,242,71,4.52,1.355,9.1,1.8,3.1,10.9,3.53,,brebbjo01
312,John Brebbia,34,CHW,AL,-0.6,0,6,.000,6.29,54,0,20,0,0,2,48.2,52,34,34,9,17,0,58,3,0,1,216,66,4.42,1.418,9.6,1.7,3.1,10.7,3.41,,brebbjo01
312,John Brebbia,34,ATL,NL,0.1,0,0,,2.70,5,0,2,0,0,0,6.2,4,2,2,2,2,0,9,0,0,0,26,163,5.27,0.900,5.4,2.7,2.7,12.2,4.50,,brebbjo01
313,Ryne Stanek,32,2TM,2LG,-0.6,7,3,.700,4.88,63,0,14,0,0,7,55.1,48,32,30,8,25,2,67,3,0,3,241,77,4.14,1.319,7.8,1.3,4.1,10.9,2.68,,stanery01
313,Ryne Stanek,32,SEA,AL,-0.4,6,3,.667,4.38,46,0,12,0,0,7,39.0,35,21,19,5,17,2,44,2,0,1,172,84,4.04,1.333,8.1,1.2,3.9,10.2,2.59,,stanery01
313,Ryne Stanek,32,NYM,NL,-0.2,1,0,1.000,6.06,17,0,2,0,0,0,16.1,13,11,11,3,8,0,23,1,0,2,69,65,4.39,1.286,7.2,1.7,4.4,12.7,2.88,,stanery01
314,Scott Barlow,31,CLE,AL,0.2,3,3,.500,4.25,63,0,15,0,0,2,55.0,44,27,26,6,31,1,68,4,0,2,241,96,4.02,1.364,7.2,1.0,5.1,11.1,2.19,,barlosc01
315,Carlos Estévez,31,2TM,2LG,2.1,4,5,.444,2.45,54,0,47,0,0,26,55.0,38,18,15,5,12,4,50,1,0,3,212,173,3.24,0.909,6.2,0.8,2.0,8.2,4.17,,estevca01
315,Carlos Estévez,31,LAA,AL,1.5,1,3,.250,2.38,34,0,29,0,0,20,34.0,20,10,9,3,5,2,32,0,0,1,124,177,2.87,0.735,5.3,0.8,1.3,8.5,6.40,,estevca01
315,Carlos Estévez,31,PHI,NL,0.6,3,2,.600,2.57,20,0,18,0,0,6,21.0,18,8,6,2,7,2,18,1,0,2,88,167,3.83,1.190,7.7,0.9,3.0,7.7,2.57,,estevca01
316,Kenley Jansen,36,BOS,AL,1.3,4,2,.667,3.29,54,0,38,0,0,27,54.2,38,20,20,4,20,2,62,1,2,2,218,127,3.00,1.061,6.3,0.7,3.3,10.2,3.10,,janseke01
317,Kyle Nicolas,25,PIT,NL,0.2,2,2,.500,3.95,51,0,20,0,0,0,54.2,51,30,24,4,31,1,55,4,1,7,243,106,4.03,1.500,8.4,0.7,5.1,9.1,1.77,,nicolky01
318,Evan Phillips,29,LAD,NL,-0.6,5,1,.833,3.62,61,0,28,0,0,18,54.2,48,30,22,6,17,1,63,1,0,1,228,110,3.28,1.189,7.9,1.0,2.8,10.4,3.71,,phillev01
319,Jhoan Durán,26,MIN,AL,0.2,6,9,.400,3.64,58,0,37,0,0,23,54.1,48,30,22,4,15,2,66,6,1,1,228,115,2.85,1.160,8.0,0.7,2.5,10.9,4.40,,duranjh01
320,Spencer Turnbull,31,PHI,NL,1.3,3,0,1.000,2.65,17,7,4,0,0,0,54.1,37,17,16,6,20,0,58,5,0,2,222,160,3.85,1.049,6.1,1.0,3.3,9.6,2.90,,turnbsp01
321,Caleb Ferguson*,27,2TM,AL,-0.5,1,4,.200,4.64,62,0,19,0,0,1,54.1,56,34,28,6,25,1,67,4,0,3,249,88,3.74,1.491,9.3,1.0,4.1,11.1,2.68,,ferguca01
321,Caleb Ferguson*,27,NYY,AL,-0.6,1,3,.250,5.13,42,0,12,0,0,1,33.1,34,24,19,5,16,1,41,2,0,2,155,79,4.28,1.500,9.2,1.4,4.3,11.1,2.56,,ferguca01
321,Caleb Ferguson*,27,HOU,AL,0.2,0,1,.000,3.86,20,0,7,0,0,0,21.0,22,10,9,1,9,0,26,2,0,1,94,105,2.88,1.476,9.4,0.4,3.9,11.1,2.89,,ferguca01
322,Edwin Díaz,30,NYM,NL,0.5,6,4,.600,3.52,54,0,40,0,0,20,53.2,36,23,21,7,20,0,84,3,0,3,216,110,3.02,1.043,6.0,1.2,3.4,14.1,4.20,,diazed04
323,Calvin Faucher,28,MIA,NL,1.1,2,3,.400,3.19,53,0,18,0,0,6,53.2,49,25,19,0,26,3,63,4,0,5,235,136,2.50,1.398,8.2,0.0,4.4,10.6,2.42,,fauchca01
324,Cionel Pérez*,28,BAL,AL,-0.2,2,0,1.000,4.53,62,0,9,0,0,2,53.2,47,29,27,0,28,0,46,5,0,6,238,85,3.30,1.398,7.9,0.0,4.7,7.7,1.64,,perezci01
325,Ángel Zerpa*,24,KCR,AL,0.6,2,0,1.000,3.86,60,0,3,0,0,0,53.2,59,24,23,6,19,2,49,2,0,3,239,107,3.97,1.453,9.9,1.0,3.2,8.2,2.58,,zerpaan01
326,Bryan Hoeing,27,2TM,NL,1.7,2,3,.400,2.18,34,2,3,0,0,0,53.2,43,15,13,4,14,1,43,0,0,8,210,196,3.32,1.062,7.2,0.7,2.3,7.2,3.07,,hoeinbr01
326,Bryan Hoeing,27,MIA,NL,0.8,1,2,.333,2.70,16,2,2,0,0,0,30.0,29,10,9,2,9,0,25,0,0,4,124,161,3.27,1.267,8.7,0.6,2.7,7.5,2.78,,hoeinbr01
326,Bryan Hoeing,27,SDP,NL,0.9,1,1,.500,1.52,18,0,1,0,0,0,23.2,14,5,4,2,5,1,18,0,0,4,86,274,3.38,0.803,5.3,0.8,1.9,6.8,3.60,,hoeinbr01
327,Justin Anderson,31,CHW,AL,0.5,1,2,.333,4.39,56,0,14,0,0,1,53.1,48,29,26,5,32,1,57,3,0,1,242,94,4.22,1.500,8.1,0.8,5.4,9.6,1.78,,anderju01
328,Chad Green,33,TOR,AL,0.7,4,6,.400,3.21,53,0,34,0,0,17,53.1,41,20,19,8,14,3,46,2,0,1,210,129,4.29,1.031,6.9,1.4,2.4,7.8,3.29,,greench03
329,Chad Kuhl,31,CHW,AL,0.2,0,2,.000,5.06,31,1,7,0,0,1,53.1,56,33,30,5,25,1,54,6,0,6,240,82,4.10,1.519,9.5,0.8,4.2,9.1,2.16,,kuhlch01
330,Anthony Bender,29,MIA,NL,0.9,5,2,.714,4.08,59,0,10,0,0,1,53.0,50,25,24,3,18,1,59,4,0,2,228,106,2.92,1.283,8.5,0.5,3.1,10.0,3.28,,bendean01
331,Luke Jackson,32,2TM,NL,-0.4,4,3,.571,5.09,52,0,14,0,0,0,53.0,52,33,30,7,26,0,59,2,0,5,235,79,4.24,1.472,8.8,1.2,4.4,10.0,2.27,,jackslu01
331,Luke Jackson,32,SFG,NL,-0.3,4,2,.667,5.40,36,0,7,0,0,0,35.0,35,22,21,5,15,0,33,1,0,3,151,72,4.51,1.429,9.0,1.3,3.9,8.5,2.20,,jackslu01
331,Luke Jackson,32,ATL,NL,-0.1,0,1,.000,4.50,16,0,7,0,0,0,18.0,17,11,9,2,11,0,26,1,0,2,84,95,3.72,1.556,8.5,1.0,5.5,13.0,2.36,,jackslu01
332,Jorge López,31,2TM,NL,0.9,2,3,.400,2.89,52,0,16,0,0,4,53.0,46,19,17,6,19,1,50,2,0,2,217,137,3.94,1.226,7.8,1.0,3.2,8.5,2.63,,lopezjo02
332,Jorge López,31,NYM,NL,0.3,1,2,.333,3.76,28,0,8,0,0,2,26.1,25,13,11,3,11,1,19,2,0,2,111,104,4.68,1.367,8.5,1.0,3.8,6.5,1.73,,lopezjo02
332,Jorge López,31,CHC,NL,0.6,1,1,.500,2.03,24,0,8,0,0,2,26.2,21,6,6,3,8,0,31,0,0,0,106,199,3.20,1.088,7.1,1.0,2.7,10.5,3.88,,lopezjo02
333,Gregory Soto*,29,2TM,2LG,0.2,3,5,.375,4.42,66,0,18,0,0,2,53.0,56,30,26,4,27,3,65,8,1,4,244,94,3.68,1.566,9.5,0.7,4.6,11.0,2.41,,sotogr01
333,Gregory Soto*,29,PHI,NL,0.3,2,4,.333,4.08,43,0,13,0,0,2,35.1,36,19,16,2,20,2,44,6,0,3,165,105,3.62,1.585,9.2,0.5,5.1,11.2,2.20,,sotogr01
333,Gregory Soto*,29,BAL,AL,-0.1,1,1,.500,5.09,23,0,5,0,0,0,17.2,20,11,10,2,7,1,21,2,1,1,79,77,3.79,1.528,10.2,1.0,3.6,10.7,3.00,,sotogr01
334,Seth Martinez,29,HOU,AL,0.4,3,2,.600,3.59,44,0,14,0,0,1,52.2,49,24,21,7,18,1,36,4,2,0,222,112,4.78,1.272,8.4,1.2,3.1,6.2,2.00,,martise01
335,Craig Kimbrel,36,BAL,AL,-1.1,7,5,.583,5.33,57,0,39,0,0,23,52.1,40,35,31,7,31,1,73,5,1,3,232,72,4.18,1.357,6.9,1.2,5.3,12.6,2.35,,kimbrcr01
336,Randy Rodríguez,24,SFG,NL,-0.2,3,2,.600,4.30,35,1,8,0,0,0,52.1,47,29,25,4,18,0,53,3,0,4,221,90,3.34,1.242,8.1,0.7,3.1,9.1,2.94,,rodrira02
337,José Suarez*,26,LAA,AL,-0.6,1,2,.333,6.02,22,3,7,0,0,1,52.1,57,38,35,7,27,0,56,4,0,1,240,70,4.54,1.605,9.8,1.2,4.6,9.6,2.07,,suarejo01
338,John Schreiber,30,KCR,AL,0.5,4,3,.571,3.66,59,0,5,0,0,2,51.2,48,23,21,1,20,1,46,4,0,1,224,113,3.03,1.316,8.4,0.2,3.5,8.0,2.30,,schrejo01
339,Huascar Brazobán,34,2TM,NL,0.3,1,3,.250,3.83,39,0,4,0,0,0,51.2,38,26,22,2,25,0,51,3,0,4,217,109,3.32,1.219,6.6,0.3,4.4,8.9,2.04,,brazohu01
339,Huascar Brazobán,34,MIA,NL,0.4,1,2,.333,2.93,20,0,1,0,0,0,30.2,20,14,10,1,11,0,34,2,0,1,125,148,2.64,1.011,5.9,0.3,3.2,10.0,3.09,,brazohu01
339,Huascar Brazobán,34,NYM,NL,-0.1,0,1,.000,5.14,19,0,3,0,0,0,21.0,18,12,12,1,14,0,17,1,0,3,92,76,4.31,1.524,7.7,0.4,6.0,7.3,1.21,,brazohu01
340,Tyler Ferguson,30,OAK,AL,0.7,4,2,.667,3.68,48,0,15,0,0,2,51.1,32,23,21,4,24,2,62,2,1,1,207,108,3.28,1.091,5.6,0.7,4.2,10.9,2.58,,ferguty01
341,Colin Holderman,28,PIT,NL,0.7,3,6,.333,3.16,55,0,5,0,0,0,51.1,42,23,18,6,25,0,56,5,0,2,223,133,4.26,1.305,7.4,1.1,4.4,9.8,2.24,,holdeco01
342,Elvis Peguero,27,MIL,NL,0.4,7,4,.636,2.98,52,0,8,0,0,2,51.1,52,22,17,4,27,3,47,2,1,6,227,137,4.04,1.539,9.1,0.7,4.7,8.2,1.74,,pegueel01
343,Brennan Bernardino*,32,BOS,AL,0.5,4,3,.571,4.06,57,3,4,0,0,0,51.0,50,25,23,6,22,6,56,6,0,7,226,103,4.15,1.412,8.8,1.1,3.9,9.9,2.55,,bernabr01
344,Michael Grove,27,LAD,NL,-0.6,4,4,.500,5.12,39,2,7,0,0,0,51.0,46,31,29,6,16,0,54,6,0,2,216,78,3.87,1.216,8.1,1.1,2.8,9.5,3.38,,grovemi01
345,Tanner Rainey,31,WSN,NL,0.1,0,0,,4.76,50,0,30,0,0,0,51.0,47,28,27,8,29,1,44,4,0,5,231,85,5.42,1.490,8.3,1.4,5.1,7.8,1.52,,raineta01
346,José Ruiz,29,PHI,NL,0.5,5,1,.833,3.71,52,0,16,0,0,1,51.0,51,23,21,8,17,1,52,1,0,0,217,115,4.22,1.333,9.0,1.4,3.0,9.2,3.06,,ruizjo01
347,Carmen Mlodzinski,25,PIT,NL,0.8,5,5,.500,3.38,40,4,5,0,0,0,50.2,41,22,19,3,19,1,46,2,0,1,209,125,3.36,1.184,7.3,0.5,3.4,8.2,2.42,,mlodzca01
348,Hunter Harvey,29,2TM,2LG,-0.1,2,4,.333,4.44,49,0,3,0,0,1,50.2,51,28,25,5,16,2,55,5,0,2,219,92,3.52,1.322,9.1,0.9,2.8,9.8,3.44,,harvehu01
348,Hunter Harvey,29,WSN,NL,0.1,2,4,.333,4.20,43,0,2,0,0,0,45.0,43,24,21,4,12,1,50,4,0,2,190,96,3.17,1.222,8.6,0.8,2.4,10.0,4.17,,harvehu01
348,Hunter Harvey,29,KCR,AL,-0.2,0,0,,6.35,6,0,1,0,0,1,5.2,8,4,4,1,4,1,5,1,0,0,29,69,6.34,2.118,12.7,1.6,6.4,7.9,1.25,,harvehu01
349,Landen Roupp,25,SFG,NL,0.6,1,2,.333,3.58,23,4,3,0,0,0,50.1,43,21,20,2,26,0,47,1,2,3,217,108,3.42,1.371,7.7,0.4,4.6,8.4,1.81,,rouppla01
350,Davis Martin,27,CHW,AL,0.9,0,5,.000,4.32,11,10,0,0,0,0,50.0,50,25,24,5,23,0,47,5,0,2,220,96,4.27,1.460,9.0,0.9,4.1,8.5,2.04,,martida03
351,Eduardo Rodríguez*,31,ARI,NL,0.2,3,4,.429,5.04,10,10,0,0,0,0,50.0,56,29,28,8,19,1,47,1,0,0,224,84,4.57,1.500,10.1,1.4,3.4,8.5,2.47,,rodried05
352,Anthony Banda*,30,LAD,NL,0.5,3,2,.600,3.08,48,2,9,0,0,2,49.2,44,19,17,5,18,6,50,2,0,1,209,130,3.67,1.248,8.0,0.9,3.3,9.1,2.78,,bandaan01
353,Bryce Elder,25,ATL,NL,-0.7,2,5,.286,6.52,10,10,0,0,0,0,49.2,64,37,36,8,17,0,46,2,0,3,226,65,4.56,1.631,11.6,1.4,3.1,8.3,2.71,,elderbr01
354,Andrew Nardi*,25,MIA,NL,0.2,3,2,.600,5.07,59,0,4,0,0,0,49.2,44,29,28,7,18,1,70,1,0,1,210,85,3.33,1.248,8.0,1.3,3.3,12.7,3.89,,nardian01
355,Louis Varland,26,MIN,AL,-1.4,0,6,.000,7.61,16,7,1,0,0,0,49.2,68,44,42,12,16,1,49,4,0,0,238,55,5.54,1.691,12.3,2.2,2.9,8.9,3.06,,varlalo01
356,Quinn Priester,23,2TM,2LG,-0.1,3,6,.333,4.71,11,7,1,0,0,0,49.2,56,30,26,7,14,0,33,3,0,1,221,90,4.70,1.409,10.1,1.3,2.5,6.0,2.36,,priesqu01
356,Quinn Priester,23,PIT,NL,-0.3,2,6,.250,5.04,10,6,1,0,0,0,44.2,52,29,25,7,13,0,31,2,0,1,201,84,4.82,1.455,10.5,1.4,2.6,6.2,2.38,,priesqu01
356,Quinn Priester,23,BOS,AL,0.2,1,0,1.000,1.80,1,1,0,0,0,0,5.0,4,1,1,0,1,0,2,1,0,0,20,247,3.57,1.000,7.2,0.0,1.8,3.6,2.00,,priesqu01
357,Kyle Muller*,26,OAK,AL,0.4,0,1,.000,4.01,21,0,9,0,0,0,49.1,48,25,22,6,10,3,36,1,0,1,202,99,3.96,1.176,8.8,1.1,1.8,6.6,3.60,,mulleky01
358,Lucas Sims,30,2TM,2LG,0.5,1,6,.143,4.38,58,0,6,0,0,1,49.1,41,24,24,8,30,0,49,2,0,2,215,100,5.23,1.439,7.5,1.5,5.5,8.9,1.63,,simslu01
358,Lucas Sims,30,CIN,NL,0.8,1,4,.200,3.57,43,0,5,0,0,1,35.1,30,14,14,6,20,0,40,1,0,1,154,124,4.89,1.415,7.6,1.5,5.1,10.2,2.00,,simslu01
358,Lucas Sims,30,BOS,AL,-0.3,0,2,.000,6.43,15,0,1,0,0,0,14.0,11,10,10,2,10,0,9,1,0,1,61,66,6.09,1.500,7.1,1.3,6.4,5.8,0.90,,simslu01
359,Spencer Bivens,30,SFG,NL,0.6,3,1,.750,3.14,27,2,8,0,0,1,48.2,47,20,17,9,11,1,37,1,0,0,202,123,4.79,1.192,8.7,1.7,2.0,6.8,3.36,,bivensp01
360,Kyle Leahy,27,STL,NL,0.2,1,1,.500,4.07,33,0,14,0,0,1,48.2,40,23,22,4,10,0,33,1,0,3,191,102,3.56,1.027,7.4,0.7,1.8,6.1,3.30,,leahyky01
361,Matt Moore*,35,LAA,AL,-0.5,5,3,.625,5.03,51,0,12,0,0,1,48.1,39,31,27,11,26,2,41,2,0,1,210,84,6.17,1.345,7.3,2.0,4.8,7.6,1.58,,moorema02
362,Zach Pop,27,TOR,AL,-1.4,2,4,.333,5.59,58,0,12,0,0,1,48.1,45,36,30,9,19,4,33,2,1,1,209,74,5.52,1.324,8.4,1.7,3.5,6.1,1.74,,popza01
363,Joe Boyle,24,OAK,AL,-0.5,3,6,.333,6.42,13,10,0,0,0,0,47.2,42,35,34,4,40,0,56,4,1,7,226,62,4.68,1.720,7.9,0.8,7.6,10.6,1.40,,boylejo01
364,Christian Scott,25,NYM,NL,0.3,0,3,.000,4.56,9,9,0,0,0,0,47.1,45,24,24,8,12,0,39,2,0,0,197,85,4.60,1.204,8.6,1.5,2.3,7.4,3.25,,scottch01
365,Caleb Thielbar*,37,MIN,AL,-0.6,2,4,.333,5.32,59,0,18,0,0,3,47.1,50,33,28,6,24,2,53,0,0,2,216,79,4.10,1.563,9.5,1.1,4.6,10.1,2.21,,thielca01
366,Stephen Kolek,27,SDP,NL,-0.2,3,0,1.000,5.21,42,0,12,0,0,0,46.2,59,30,27,4,12,0,39,3,0,2,211,79,3.57,1.521,11.4,0.8,2.3,7.5,3.25,,kolekst01
367,Blake Treinen,36,LAD,NL,1.4,7,3,.700,1.93,50,0,6,0,0,1,46.2,33,11,10,5,11,0,56,2,0,1,184,208,2.99,0.943,6.4,1.0,2.1,10.8,5.09,,treinbl01
368,Justin Wilson*,36,CIN,NL,-0.2,1,5,.167,5.59,60,0,15,0,0,2,46.2,55,30,29,10,13,1,51,2,0,3,209,79,4.73,1.457,10.6,1.9,2.5,9.8,3.92,,wilsoju10
369,Trevor Megill,30,MIL,NL,1.3,1,3,.250,2.72,48,0,26,0,0,21,46.1,33,16,14,4,14,4,50,1,0,4,183,150,3.10,1.014,6.4,0.8,2.7,9.7,3.57,,megiltr01
370,Jordan Wicks*,24,CHC,NL,-0.5,2,4,.333,5.48,11,10,0,0,0,0,46.0,55,31,28,9,20,0,42,2,0,3,212,73,5.32,1.630,10.8,1.8,3.9,8.2,2.10,,wicksjo01
371,Brendon Little*,27,TOR,AL,0.1,1,2,.333,3.74,49,0,7,0,0,1,45.2,41,21,19,7,19,2,36,1,0,5,193,110,4.90,1.314,8.1,1.4,3.7,7.1,1.89,,littlbr02
372,Shawn Dubin,28,HOU,AL,-0.1,1,1,.500,4.17,31,2,11,0,0,2,45.1,45,25,21,3,26,0,49,2,0,1,207,96,3.72,1.566,8.9,0.6,5.2,9.7,1.88,,dubinsh01
373,Pete Fairbanks,30,TBR,AL,0.8,3,3,.500,3.57,46,0,36,0,0,23,45.1,36,20,18,4,17,2,44,0,1,2,185,112,3.50,1.169,7.1,0.8,3.4,8.7,2.59,,fairbpe01
374,Brant Hurter*,25,DET,AL,1.2,6,1,.857,2.58,10,1,1,0,0,0,45.1,34,13,13,4,6,0,38,0,1,0,175,160,3.03,0.882,6.8,0.8,1.2,7.5,6.33,,hurtebr01
375,Yohan Ramírez,29,4TM,2LG,-1.0,0,5,.000,6.20,38,0,11,0,0,1,45.0,49,35,31,4,17,2,45,12,1,8,208,66,4.25,1.467,9.8,0.8,3.4,9.0,2.65,,ramiryo01
375,Yohan Ramírez,29,2TM,NL,-0.8,0,5,.000,5.97,32,0,9,0,0,1,37.2,43,28,25,4,15,2,38,7,1,4,175,67,4.28,1.540,10.3,1.0,3.6,9.1,2.53,,ramiryo01
375,Yohan Ramírez,29,2TM,AL,-0.2,0,0,,7.36,6,0,2,0,0,0,7.1,6,7,6,0,2,0,7,5,0,4,33,58,4.12,1.091,7.4,0.0,2.5,8.6,3.50,,ramiryo01
375,Yohan Ramírez,29,NYM,NL,-0.2,0,1,.000,7.56,5,0,1,0,0,0,8.1,11,7,7,1,4,1,11,0,1,3,41,53,3.53,1.800,11.9,1.1,4.3,11.9,2.75,,ramiryo01
375,Yohan Ramírez,29,BAL,AL,-0.1,0,0,,6.00,5,0,2,0,0,0,6.0,3,4,4,0,2,0,6,3,0,3,24,68,3.67,0.833,4.5,0.0,3.0,9.0,3.00,,ramiryo01
375,Yohan Ramírez,29,LAD,NL,-0.6,0,4,.000,5.52,27,0,8,0,0,1,29.1,32,21,18,3,11,1,27,7,0,1,134,73,4.50,1.466,9.8,0.9,3.4,8.3,2.45,,ramiryo01
